시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,대표품목,홈페이지주소,사용가능상품권,공중화장실보유여부,주차장보유여부,개설연도,전화번호,데이터기준일자,제공기관코드,제공기관명
새길시장,상설장,대구광역시 서구 달서로 17-7,대구광역시 서구 내당2 3동 968-7,매일,35.86504457,128.5715677,70.0,"현일식품, 햇님제과점, 창성상회, 주식회사 근이네농산물",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
서부시장,상설장,대구광역시 서구 달서로 26길 7-2,대구광역시 서구 비산동 434-13,매일,35.87331075,128.5720521,135.0,"희붐, 황해문, 화양면화, 홍초불닭발서구점",,,Y,Y,1970.0,053-567-1544,2025-11-10,B553077,소상공인시장진흥공단
원고개시장,상설장,대구광역시 서구 통학로46길 48,대구광역시 서구 비산동 566-2,매일,35.88028056,128.5682981,131.0,"해신수산, 해달비분식, 한보스상회, 한방왕족발",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
원대신시장,상설장,대구광역시 서구 달서로 54길 6,대구광역시 서구 원대동3가 1434-4,매일,35.88552266,128.5748006,45.0,"풍미, 초록농산, 참누렁이축산, 의성생선",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
서구시장,상설장,대구광역시 서구 국채보상로45길 33,대구광역시 서구 평리동 1085-1,매일,35.87393821,128.5556896,99.0,"주연축산, 안계농산, 성주상회, 삼익정육점",,,Y,Y,1970.0,053-567-0395,2025-11-10,B553077,소상공인시장진흥공단
대평리시장,상설장,대구광역시 서구 문화로49길 25,대구광역시 서구 평리동 676-7,매일,35.87800549,128.5589352,66.0,"현수네회수산, 한우판매장, 파리바게트대평리점, 크로와상",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
신평리시장,상설장,대구광역시 서구 국채보상로 52길 33,대구광역시 서구 평리동 1205,매일,35.86809726,128.5606785,150.0,"황제베이커리, 할매방앗간, 하이떡방, 포항수산",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
중평시장,상설장,대구광역시 서구 서대구로 17길16,대구광역시 서구 평리동 1437-5,매일,35.8653642,128.5539271,73.0,"중평떡방앗간, 장터보리밥, 손칼국수,잡곡, 과일야채",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
청구시장,상설장,대구광역시 수성구 만촌로 66,대구광역시 수성구 만촌동 984-1,매일,35.86482085,128.6440771,48.0,"청구상회, 창민만두, 창민떡집, 창민떡집",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
수성현대시장,상설장,대구광역시 수성구 신천동로 280,대구광역시 수성구 수성동1가 649-76,매일,35.84946852,128.60939,36.0,"현대떡방앗간, 안동상회, 안동상회, 삼천포해산물",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
동성시장,상설장,,대구광역시 수성구 수성2가 39-1,매일,35.85591488,128.6171376,69.0,"일출 수산, 수성시장 감성꽈배기, 바다일품, 대청유통",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
수성시장,상설장,대구광역시 수성구 들안로 285-56,대구광역시 수성구 수성동2가 39-76,매일,35.85565541,128.6170064,101.0,"참새떡집, 장인의 손맛, 이조떡방, 영양식품",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
두류신시장,상설장,대구광역시 달서구 당산동길 27,대구광역시 달서구 성당동 706-21,매일,35.84527773,128.5462301,80.0,"큰마음축산, 싱싱애, 싱싱애, 서울떡집",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
월촌역시장,상설장,대구광역시 달서구 송현로12안길 38,대구광역시 달서구 송현동 1948-3,매일,35.8227509,128.548172,56.0,"파랑새건강원, 청송과일, 주공생선, 주공건어물",,,Y,Y,1970.0,053-653-8277,2025-11-10,B553077,소상공인시장진흥공단
성서와룡시장,상설장,대구광역시 달서구 성서서로69길 7,대구광역시 달서구 신당동 1788-3,매일,35.85582107,128.4993227,142.0,"황금수산, 혁계치킨 성서점, 행복건어물, 합천채소",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
성서용산시장,상설장,대구광역시 달서구 성지로 66-1,대구광역시 달서구 용산동 421-1,매일,35.85513834,128.5213714,106.0,"홍매회수산, 혼도, 호식이두마리치킨 성서2호점, 호동이네김밥",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
용산종합큰시장,상설장,대구광역시 달서구 달구벌대로 301길 187-11,대구광역시 달서구 용산동 933,매일,35.85805075,128.5311686,62.0,"형제생선, 코끼리분식, 코끼리분식, 찐이야 숯불치킨 용산점",,,Y,Y,1970.0,053-561-3022,2025-11-10,B553077,소상공인시장진흥공단
성서보성화성상가시장,상설장,대구광역시 달서구 계대동문로 99,대구광역시 달서구 이곡동 1191,매일,35.85566206,128.5041129,36.0,"서은축산, 홈마트(보성화성점), 하나서점, 이홍환안경콘택트",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
월배시장,상설장,대구광역시 달서구 월배로24길 13,대구광역시 달서구 진천동 241-3,매일,35.81407718,128.5273978,98.0,"해뜨락, 해돋이회타운, 합천생선, 포항",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
월배신시장,상설장,대구광역시 달서구 월배로28안길 54,대구광역시 달서구 진천동 239-23,매일,35.813256,128.5278755,58.0,"해원안주건어물백화점, 합천채소, 필호떡, 필분식",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
논공중앙시장,상설장,대구광역시 달성군 논공읍 용호로2길 12,대구광역시 달성군 논공읍 북리 824-33,매일,35.72838389,128.4465885,37.0,"황실국밥, 팔공상회, 진주분식, 중앙축산",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
현풍백년도깨비시장,5일장,대구광역시 달성군 현풍읍 현풍로 6길 5,대구광역시 달성군 현풍읍 원교리 12-5,5일+10일,35.69475898,128.4422247,81.0,"효주네식당, 현풍할매쌀집, 현풍축산, 현풍종합식품",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
화원시장,5일장,대구광역시 달성군 화원읍 비슬로512길 66,대구광역시 달성군 화원읍 천내리 892-1,1일+6일,35.8012506,128.4997345,37.0,"화원천내따로국밥, 화원고령축산물, 화원감포젓갈, 평광축산직매장 화원",,,Y,Y,1970.0,053-644-8840,2025-11-10,B553077,소상공인시장진흥공단
방촌시장,상설장,대구광역시 동구 동촌로46길 2,대구광역시 동구 방촌동 1067-2,매일,35.88130271,128.6644257,98.0,"행복한꽈배기, 핫도그, 임마누엘분식(노점), 이모네닭강정",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
불로전통시장,5일장,대구광역시 동구 반야월로1길 7,대구광역시 동구 용계동 702-31,5일+10일,35.87460697,128.688976,87.0,"황제닭강정한방족발, 한오래 국밥, 팔공참한우숯불촌, 태종대식당",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
반야월종합시장,5일장,대구광역시 동구 율하동로 143,대구광역시 동구 신기동 174-1,1일+6일,35.87240724,128.7024478,601.0,"파리바게트안심점, 화성기물, 한솔가구, 피카소벽걸이수족관",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
목련시장,상설장,대구광역시 동구 반야월로30길 61-1,대구광역시 동구 신기동 271-2,매일,35.86998779,128.7046656,36.0,"후라이드참잘하는집 율하신기점, 평양김밥, 태평양반찬, 청우축산물도매판매장",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
평화시장,상설장,대구광역시 동구 아양로 9길 6-6,대구광역시 동구 신암동 597-14,매일,35.88259424,128.6193963,72.0,"평화생고기, 타이타닉식당, 죽이야기(신암점)식당, 정하용 선산곱창 신암평화점",,,Y,Y,1970.0,053-942-1101,2025-11-10,B553077,소상공인시장진흥공단
동대구역전시장,상설장,대구광역시 동구 동부로 16길 18,대구광역시 동구 신천동 278,매일,35.87430058,128.6205438,35.0,"청보식당, 서울떡집, 빛깔고운떡, 멕시카나치킨",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
송라시장,상설장,대구광역시 동구 동부로5길 10,대구광역시 동구 신천동 537-13,매일,35.87448493,128.6153117,47.0,"천지빛깔건어물, 우진떡집, 우성한우촌, 우리농산물",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
공항시장,상설장,대구광역시 동구 해동로3길 6,대구광역시 동구 지저동 694-41,매일,35.8963962,128.6382503,26.0,"호박넝쿨, 총각네과일, 청춘쌀집, 청도추어탕",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
동구시장,상설장,대구광역시 동구 효목로 8,대구광역시 동구 효목동 533,매일,35.87405704,128.6395727,125.0,"황소곱창 둥구시장점, 할매보리밥, 포항수산(회막썰어주는집), 포항건어물",,,Y,Y,1970.0,053-744-6565,2025-11-10,B553077,소상공인시장진흥공단
관음시장,상설장,대구광역시 북구 관음중앙로 28길1,대구광역시 북구 관음동 1284,매일,35.94492263,128.5472275,32.0,"형제농산, 칠곡생선, 의성식당, 의성농산",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
구암시장,상설장,대구광역시 북구 태암남로11길 18,대구광역시 북구 구암동 693,매일,35.926612,128.5541609,40.0,"현우유통, 해성농수산물, 직거래 농산, 종현이네농산",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
팔달시장,상설장,대구광역시 북구 팔달로 37길11,대구광역시 북구 노원동2가 375,매일,35.88904235,128.5708569,53.0,"해평곱창, 정갈한밥상, 상주식품, 보성댁김밥",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
팔달신시장,상설장,대구광역시 북구 팔달로33길59,대구광역시 북구 노원동3가 750,매일,35.89068549,128.5659616,520.0,"화촌상회, 화촌농산, 화돈왕족발, 화남상회",,,Y,Y,1970.0,053-357-4953,2025-11-10,B553077,소상공인시장진흥공단
동대구시장,상설장,대구광역시 북구 대현로20길 30,대구광역시 북구 대현동 390,매일,35.88107854,128.6090909,77.0,"치킨코너, 청춘토스트, 집밥호랑이, 약산안동축산",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
동대구신시장,상설장,대구광역시 북구 대현로 100,대구광역시 북구 대현동 270-8,매일,35.88219175,128.6097877,98.0,"현이떡집, 할매추어탕, 청송상회, 우림축산도매센타(미트랑참한우)",,,Y,Y,1970.0,053-939-7721,2025-11-10,B553077,소상공인시장진흥공단
복현전통신시장,상설장,대구광역시 북구 경진로1길 68,대구광역시 북구 복현동 457-8,매일,35.89327545,128.619193,66.0,"효은이네 농축산물, 의성상회",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
대명중앙시장,상설장,대구광역시 남구 대명로20길 56,대구광역시 남구 대명동 1040-1,매일,35.83680695,128.5677124,77.0,"현희식당, 한성식육점, 지은이네야채, 중앙청과",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
관문상가시장,상설장,대구광역시 남구 월배로 494,대구광역시 남구 대명동 1135-4,매일,35.836547,128.5572825,211.0,"황가네옛날과자, 화원식당, 형제농산, 할매집식당",,,Y,Y,1970.0,053-627-0021,2025-11-10,B553077,소상공인시장진흥공단
광덕시장,상설장,대구광역시 남구 자유6길50,대구광역시 남구 대명동 460-1,매일,35.83719185,128.582417,88.0,"해왕성, 해왕성, 청량, 예천김밥",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
남부시장,상설장,대구광역시 남구 현충로 19길43,대구광역시 남구 대명동 797-1,매일,35.84140021,128.5769336,106.0,"포항청과, 포항착한총각수산, 청학수산 남부, 이근철청과",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
대명시장,상설장,대구광역시 남구 명덕로 60,대구광역시 남구 대명동 2276-5,매일,35.85840896,128.5771586,110.0,"축산물1번가, 착한과일, 종관이네채소, 조선제과",,,Y,Y,1970.0,053-621-5380,2025-11-10,B553077,소상공인시장진흥공단
인제시장,5일장,강원특별자치도 인제군 인제읍 인제로 178번길 14,강원특별자치도 인제군 인제읍 상동리 264-20,4일+9일,38.06709944,128.1710826,92.0,"흑산도횟집, 협동정육점, 행복을파는현미네과일, 투스타스낵",,,Y,Y,1970.0,033-463-3336,2025-11-10,B553077,소상공인시장진흥공단
성당시장,상설장,대구광역시 남구 성당로 196,대구광역시 남구 대명동 3023-23,매일,35.85017533,128.5729677,90.0,"황금돼지국밥, 호호도너츠, 현대과일상회, 합천건어물",,,Y,Y,1970.0,053-621-0433,2025-11-10,B553077,소상공인시장진흥공단
영선신시장,상설장,대구광역시 남구 중앙대로48길 36,대구광역시 남구 대명동 2014-204,매일,35.85230042,128.5929228,117.0,"형제식품과일, 하이브로치킨식당, 하나치킨, 평리통닭",,,Y,Y,1970.0,053-472-6001,2025-11-10,B553077,소상공인시장진흥공단
춘천풍물시장,5일장,강원특별자치도 춘천시 영서로 2352-54,강원특별자치도 춘천시 온의동 148-1,2일+7일,37.86622785,127.7195853,145.0,"황가네, 한솜반찬, 하이덕, 풍물즉석김건어물",,,Y,Y,1970.0,033-253-5814,2025-11-10,B553077,소상공인시장진흥공단
봉덕시장,상설장,대구광역시 남구 대봉로17길5-3,대구광역시 남구 봉덕동 961-39,매일,35.84571394,128.6036931,87.0,"봉덕마트, 봉덕곰탕, 예쁜머리염색, 기분좋은안경원",,,Y,Y,1970.0,053-472-8922,2025-11-10,B553077,소상공인시장진흥공단
대명신시장,상설장,대구광역시 남구 성당로60길 46,대구광역시 남구 대명동 2282-2,매일,35.85774192,128.5766374,58.0,"의성상회, 안동식당, 베스트유통, 명보떡마실",,,Y,Y,1970.0,053-621-5380,2025-11-10,B553077,소상공인시장진흥공단
서남시장,상설장,대구광역시 달서구 달구벌대로 329길 17,대구광역시 달서구 감삼동 55-5,매일,35.85436588,128.5451779,46.0,"풍년식당, 제일식품, 장터국밥, 이조축산도소매",,,Y,Y,1970.0,053-565-3226,2025-11-10,B553077,소상공인시장진흥공단
서남신시장,상설장,대구광역시 달서구 달구벌대로329길 10,대구광역시 달서구 감삼동 62-4,매일,35.85400583,128.5459007,130.0,"후야네손만두, 해주상회, 할매집, 할매떡볶이",,,Y,Y,1970.0,053-562-1222,2025-11-10,B553077,소상공인시장진흥공단
월성청구시장,상설장,,대구광역시 달서구 월성동 89-2,매일,35.82752932,128.5311131,185.0,"패션쥬얼리, 청구코아인삼담배코너, 청구코아옷수선, 청구코아안경",,,Y,Y,1970.0,053-633-1162,2025-11-10,B553077,소상공인시장진흥공단
대곡시장,상설장,대구광역시 달서구 도원로24,대구광역시 달서구 도원동 1432,매일,35.80758537,128.535454,95.0,"행담정육점, 하루야채, 푸라닭 대구대곡점, 팔공산송이칼국수",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
도원시장,상설장,대구광역시 달서구 도원로동길 8,대구광역시 달서구 도원동 1437-1,매일,35.80756953,128.5367189,56.0,"충주식당, 충무수산, 정동진회도매수산, 여우식당",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
서대구시장,상설장,대구광역시 달서구 명덕로2길 30,대구광역시 달서구 두류동 1216-1,매일,35.86059821,128.5706868,77.0,"호식이두마리치킨 두류점, 충북식당, 창영상사, 소문난떡방아간",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
신내당시장,상설장,대구광역시 달서구 야외음악당로39길 62,대구광역시 달서구 두류동 486-1,매일,35.85461519,128.5538543,87.0,"충무상회, 진양식당, 이승엽베이커리, 육회산낙지탕탕이",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
